,iou_threshold,data,label_name,precision,recall,confidence
85,0.01,dataset,NA,0.02727272727272727,0.00022794620469569182,0.9360517859458924
87,0.01,dataset,NA,0.02727272727272727,0.00022794620469569182,0.9360113739967346
88,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.935583770275116
89,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9353712797164916
90,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9349443912506104
91,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.934285044670105
92,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9339680671691896
93,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9336254596710204
94,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9333575367927552
95,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9333496689796448
96,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9329654574394226
97,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9328784346580504
99,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9327869415283204
100,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.932671070098877
101,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9325894713401794
102,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9324880838394164
103,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9321129322052002
104,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9319382309913636
105,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.93190336227417
106,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9317486882209778
107,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9316567182540894
109,0.01,dataset,NA,0.02727272727272727,0.00045589240939138365,0.9315788745880128
110,0.01,dataset,NA,0.02727272727272727,0.0006838386140870754,0.931432008743286
111,0.01,dataset,NA,0.02702702702702703,0.0006838386140870754,0.9313468933105468
112,0.01,dataset,NA,0.026785714285714284,0.0006838386140870754,0.9310667514801024
113,0.01,dataset,NA,0.02654867256637168,0.0006838386140870754,0.9306796193122864
114,0.01,dataset,NA,0.02631578947368421,0.0006838386140870754,0.93057781457901
115,0.01,dataset,NA,0.02608695652173913,0.0006838386140870754,0.9305567741394044
116,0.01,dataset,NA,0.02586206896551724,0.0006838386140870754,0.930391490459442
117,0.01,dataset,NA,0.02564102564102564,0.0006838386140870754,0.9301885962486268
118,0.01,dataset,NA,0.025423728813559324,0.0006838386140870754,0.930027186870575
119,0.01,dataset,NA,0.025210084033613446,0.0006838386140870754,0.9299229383468628
120,0.01,dataset,NA,0.025,0.0006838386140870754,0.9299179911613464
121,0.01,dataset,NA,0.024793388429752067,0.0006838386140870754,0.9298620223999025
122,0.01,dataset,NA,0.02459016393442623,0.0006838386140870754,0.929824948310852
123,0.01,dataset,NA,0.024390243902439025,0.0006838386140870754,0.9290905594825744
124,0.01,dataset,NA,0.024193548387096774,0.0006838386140870754,0.9290528893470764
125,0.01,dataset,NA,0.024,0.0006838386140870754,0.928954005241394
126,0.01,dataset,NA,0.023809523809523808,0.0006838386140870754,0.928949773311615
127,0.01,dataset,NA,0.023622047244094488,0.0006838386140870754,0.928929328918457
128,0.01,dataset,NA,0.0234375,0.0006838386140870754,0.92874276638031
129,0.01,dataset,NA,0.023255813953488372,0.0006838386140870754,0.9287310242652892
130,0.01,dataset,NA,0.023076923076923078,0.0006838386140870754,0.9285749793052672
131,0.01,dataset,NA,0.022900763358778626,0.0006838386140870754,0.9284853339195251
132,0.01,dataset,NA,0.022727272727272728,0.0006838386140870754,0.9284501075744628
133,0.01,dataset,NA,0.022556390977443608,0.0006838386140870754,0.9284222722053528
134,0.01,dataset,NA,0.022388059701492536,0.0006838386140870754,0.9284222722053528
135,0.01,dataset,NA,0.022222222222222223,0.0006838386140870754,0.928248941898346
136,0.01,dataset,NA,0.022058823529411766,0.0006838386140870754,0.9282421469688416
137,0.01,dataset,NA,0.021897810218978103,0.0006838386140870754,0.9281026721000672
138,0.01,dataset,NA,0.021739130434782608,0.0006838386140870754,0.9278684258461
139,0.01,dataset,NA,0.02158273381294964,0.0006838386140870754,0.9278260469436646
140,0.01,dataset,NA,0.02142857142857143,0.0006838386140870754,0.9278260469436646
141,0.01,dataset,NA,0.02127659574468085,0.0006838386140870754,0.92778480052948
142,0.01,dataset,NA,0.02112676056338028,0.0006838386140870754,0.9277805089950562
143,0.01,dataset,NA,0.02097902097902098,0.0006838386140870754,0.927596926689148
144,0.01,dataset,NA,0.020833333333333332,0.0006838386140870754,0.9275362491607666
145,0.01,dataset,NA,0.020689655172413793,0.0006838386140870754,0.927499294281006
146,0.01,dataset,NA,0.02054794520547945,0.0006838386140870754,0.927435338497162
147,0.01,dataset,NA,0.02040816326530612,0.0006838386140870754,0.9273667335510254
148,0.01,dataset,NA,0.02027027027027027,0.0006838386140870754,0.9272778630256652
149,0.01,dataset,NA,0.020134228187919462,0.0006838386140870754,0.9271734356880188
150,0.01,dataset,NA,0.02,0.0006838386140870754,0.9271734356880188
151,0.01,dataset,NA,0.019867549668874173,0.0006838386140870754,0.92714124917984
152,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9269331693649292
153,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.92678040266037
154,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9264612197875975
155,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9263752698898317
156,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9263585209846495
157,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9261429309844972
158,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.926026463508606
159,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9257400035858154
160,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9250272512435912
161,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9250003695487976
162,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.924887478351593
163,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9248186349868774
164,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9246906638145448
165,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9241856932640076
166,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9241333603858948
167,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9239454865455629
168,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9239331483840942
169,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.923773229122162
171,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9235968589782716
172,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9235323667526244
173,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9235119223594666
174,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.923477590084076
175,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9232870936393738
176,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.923239529132843
177,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9232234954833984
178,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9231231212615968
179,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9228785634040833
180,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.922832489013672
182,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9227757453918456
183,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9226462841033936
184,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.922594964504242
186,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9220378398895264
187,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9219595789909364
188,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9216021299362184
189,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9214535355567932
190,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9213154911994934
191,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9212879538536072
192,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9210975766181946
193,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9209296107292176
194,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.920914590358734
195,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9208299517631532
196,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9207696318626404
197,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9207295775413512
198,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9207058548927308
199,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9206871390342712
200,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9206721782684326
201,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.920670747756958
202,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.920644998550415
203,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9206121563911438
204,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9205573201179504
205,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9204655885696412
207,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9197371602058412
208,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9197157621383668
209,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9195343255996704
210,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9192463159561156
211,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.919072687625885
212,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9188969135284424
213,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9188643097877502
214,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.918582558631897
215,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9185599088668824
217,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9184901118278505
218,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9181199073791504
219,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.91805499792099
220,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9179102182388306
221,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9179087281227112
222,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9178399443626404
223,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.917794108390808
224,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9177201986312866
225,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9174931645393372
226,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9174210429191588
227,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9174039959907532
228,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9171152114868164
229,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9169819951057434
230,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9168463945388794
231,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9167559146881104
232,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.91661274433136
233,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9164856672286988
235,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.916443645954132
236,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.916374444961548
237,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9163699150085448
239,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9160302877426147
240,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.916023313999176
242,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9158486127853394
243,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9158387780189514
244,0.01,dataset,NA,0.01984126984126984,0.0006838386140870754,0.9157435297966005
245,0.01,dataset,NA,0.01984126984126984,0.0009117848187827673,0.9157403111457824
246,0.01,dataset,NA,0.01984126984126984,0.0009117848187827673,0.9157055020332336
247,0.01,dataset,NA,0.01984126984126984,0.0009117848187827673,0.9155140519142152
248,0.01,dataset,NA,0.01984126984126984,0.0009117848187827673,0.9153881669044496
249,0.01,dataset,NA,0.01984126984126984,0.0009117848187827673,0.9151086807250975
250,0.01,dataset,NA,0.01984126984126984,0.0009117848187827673,0.914473295211792
251,0.01,dataset,NA,0.01984126984126984,0.0009117848187827673,0.9144006371498108
252,0.01,dataset,NA,0.01984126984126984,0.0011397310234784591,0.9143314361572266
253,0.01,dataset,NA,0.019762845849802372,0.0011397310234784591,0.9141857624053956
254,0.01,dataset,NA,0.01968503937007874,0.0011397310234784591,0.9140201210975648
255,0.01,dataset,NA,0.0196078431372549,0.0011397310234784591,0.9139373898506165
256,0.01,dataset,NA,0.01953125,0.0011397310234784591,0.913460373878479
257,0.01,dataset,NA,0.019455252918287938,0.0011397310234784591,0.9133635759353638
258,0.01,dataset,NA,0.01937984496124031,0.0011397310234784591,0.9132885336875916
259,0.01,dataset,NA,0.019305019305019305,0.0011397310234784591,0.9132674336433412
260,0.01,dataset,NA,0.019230769230769232,0.0011397310234784591,0.913236439228058
261,0.01,dataset,NA,0.019157088122605363,0.0011397310234784591,0.9132264852523804
262,0.01,dataset,NA,0.019083969465648856,0.0011397310234784591,0.9131765961647034
263,0.01,dataset,NA,0.019011406844106463,0.0011397310234784591,0.9131625294685364
264,0.01,dataset,NA,0.01893939393939394,0.0011397310234784591,0.9131423830986024
265,0.01,dataset,NA,0.018867924528301886,0.0011397310234784591,0.913055181503296
266,0.01,dataset,NA,0.018796992481203006,0.0011397310234784591,0.9129716157913208
267,0.01,dataset,NA,0.018726591760299626,0.0011397310234784591,0.9128744602203368
268,0.01,dataset,NA,0.018656716417910446,0.0011397310234784591,0.9128744602203368
269,0.01,dataset,NA,0.01858736059479554,0.0011397310234784591,0.9127764105796814
270,0.01,dataset,NA,0.018518518518518517,0.0011397310234784591,0.9126890301704408
271,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9121093153953552
272,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9120839238166808
273,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9119598269462584
275,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9117016792297364
276,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9116476774215698
277,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.911557912826538
278,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9113906621932985
279,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.91133052110672
280,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9109044075012208
282,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9108103513717652
284,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9107626676559448
285,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9107555747032166
286,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9107354283332824
287,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9103958606719972
288,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9102758765220642
289,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9099656939506532
290,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9099492430686952
291,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.909873902797699
292,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9098153710365297
293,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9096035957336426
294,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9095325469970704
295,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9095001220703124
296,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.909461796283722
297,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9093217849731444
298,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9092198610305786
299,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9090753197669984
300,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.908934772014618
301,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9088132381439208
302,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9088131189346312
304,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9088088870048524
305,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.908679187297821
306,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9085218906402588
307,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9084444642066956
308,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9081375002861024
309,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9080270528793336
310,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9078402519226074
311,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.907692849636078
313,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9076875448226928
314,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9076685905456544
315,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9075287580490112
316,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.907343089580536
317,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9072345495224
318,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9071818590164183
319,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9071805477142334
320,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9070626497268676
321,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9069926142692566
322,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.906931221485138
324,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9068192839622498
325,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9068092703819276
326,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9067964553833008
328,0.01,dataset,NA,0.018469656992084433,0.0011397310234784591,0.9067196249961852
329,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.906463861465454
330,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9064070582389832
331,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9062629342079164
332,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9062198400497437
333,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9061638712882996
334,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9060627222061156
335,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9059796929359436
336,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9058434963226318
337,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9058032631874084
338,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9057896137237548
339,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.905749499797821
340,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9056339263916016
341,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9055522680282592
342,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9054578542709352
343,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9053818583488464
344,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.905319094657898
345,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9053174257278442
346,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9052451252937316
347,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9051267504692078
348,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9051154255867004
349,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9050328135490416
351,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9049455523490906
352,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9049227833747864
353,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9048431515693665
354,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9047805666923524
356,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9046329259872437
357,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9044926166534424
358,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9043951630592346
359,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.90427964925766
360,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9042511582374572
362,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9041934609413148
363,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.904189944267273
364,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9041122198104858
365,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9040663838386536
366,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9040353298187256
367,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9037602543830872
368,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9037297964096068
369,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9034824967384338
370,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9033385515213012
371,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.903240442276001
372,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9032245874404908
373,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9029106497764589
374,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9028903245925904
375,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.902848482131958
376,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.902679443359375
377,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.902679204940796
378,0.01,dataset,NA,0.018469656992084433,0.0013676772281741509,0.9025196433067322
379,0.01,dataset,NA,0.018469656992084433,0.0015956234328698426,0.9024977087974548
380,0.01,dataset,NA,0.018421052631578946,0.0015956234328698426,0.9019771814346312
